func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario;turnover_apos_1_ano
FEMININO;23;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 250 A 499;Serviços;30;1310,85;SIM
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Serviços;44;1014,72;NAO
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1299,4;SIM
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;465;NAO
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 250 A 499;Serviços;44;1111,64;NAO
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1322,23;NAO
FEMININO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 50 A 99;Serviços;5;934,03;SIM
FEMININO;56;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1486,47;SIM
MASCULINO;29;AMARELA-BRANCA;MEDIO COMPLETO;SE;NAO;DE 100 A 249;Serviços;44;998;NAO
FEMININO;39;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Serviços;44;1211,1;NAO
FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 100 A 249;Serviços;44;1970,2;SIM
MASCULINO;55;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Indústria;33;23852,13;SIM
MASCULINO;36;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1432,53;NAO
MASCULINO;25;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 100 A 249;Indústria;44;1266,31;NAO
MASCULINO;19;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;1000 OU MAIS;Indústria;44;1117,25;NAO
MASCULINO;31;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Serviços;44;1687,86;SIM
FEMININO;38;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;1000 OU MAIS;Serviços;44;2402,18;SIM
MASCULINO;25;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Serviços;44;1071,73;NAO
FEMININO;24;PRETA-PARDA;SUPERIOR_INCOMPLETO;PI;NAO;DE 100 A 249;Serviços;44;2783,24;SIM
MASCULINO;35;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1716,33;SIM
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Construçao civil;44;1295,28;NAO
MASCULINO;38;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Serviços;24;906,3;NAO
MASCULINO;22;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Indústria;44;902,2;NAO
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;3;546;NAO
FEMININO;18;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1129,9;NAO
MASCULINO;33;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;2415,33;SIM
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Serviços;44;1712,84;SIM
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Construçao civil;44;1004,88;NAO
FEMININO;22;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1080;NAO
MASCULINO;25;PRETA-PARDA;SUPERIOR_INCOMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;1343,57;SIM
MASCULINO;41;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1500;NAO
MASCULINO;40;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 100 A 249;Serviços;44;1720,09;NAO
MASCULINO;32;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;6;1495,64;SIM
MASCULINO;32;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1792,73;SIM
FEMININO;29;SEM INFO;SUPERIOR_INCOMPLETO;CE;NAO;DE 100 A 249;Indústria;44;1407,98;SIM
MASCULINO;29;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1468,82;SIM
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;44;554,43;NAO
FEMININO;58;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Indústria;44;1607,52;SIM
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1545,53;NAO
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1899,6;NAO
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Comércio;44;1557,04;SIM
MASCULINO;32;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 250 A 499;Serviços;44;5273,01;NAO
FEMININO;43;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;21;1954,98;SIM
MASCULINO;51;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;879,26;NAO
MASCULINO;21;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1037;NAO
FEMININO;33;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PB;NAO;DE 500 A 999;Serviços;44;1806,43;SIM
MASCULINO;30;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 20 A 49;Serviços;25;1535,95;SIM
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 50 A 99;Serviços;0;3431,53;SIM
MASCULINO;21;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1782;NAO
FEMININO;23;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1629,71;SIM
MASCULINO;21;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1728,85;NAO
MASCULINO;30;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 20 A 49;Construçao civil;44;2328,95;SIM
FEMININO;43;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;8838,21;SIM
MASCULINO;24;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Comércio;44;1549,73;SIM
MASCULINO;41;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 5 A 9;Agricultura;44;981,85;NAO
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1323,65;NAO
MASCULINO;31;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 5 A 9;Serviços;1;3025,93;SIM
FEMININO;25;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;795,77;NAO
FEMININO;43;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;775,45;NAO
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;RN;SIM;1000 OU MAIS;Serviços;36;1677,32;SIM
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Serviços;1;1431,38;NAO
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Comércio;44;1203,5;NAO
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;2084;SIM
FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1005;NAO
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;CE;SIM;DE 500 A 999;Serviços;36;1637,38;SIM
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Comércio;44;980,11;NAO
MASCULINO;26;SEM INFO;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Construçao civil;44;1043,75;NAO
MASCULINO;26;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Construçao civil;44;1448,73;NAO
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Comércio;44;1004,51;NAO
MASCULINO;31;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1329,35;NAO
FEMININO;24;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PE;NAO;1000 OU MAIS;Serviços;36;1448,35;SIM
FEMININO;53;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Comércio;44;1043,55;NAO
FEMININO;28;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1883,92;SIM
FEMININO;25;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;DE 50 A 99;Indústria;42;1841,41;SIM
FEMININO;37;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;1703,87;SIM
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 20 A 49;Indústria;44;1107,71;NAO
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1020,24;NAO
FEMININO;25;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;2430,68;SIM
MASCULINO;32;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 250 A 499;Agricultura;44;1231,13;NAO
FEMININO;19;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;818,07;NAO
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Construçao civil;44;1652,71;NAO
MASCULINO;40;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1076,59;NAO
FEMININO;30;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;ATE 4;Serviços;44;998;NAO
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Indústria;44;999,22;NAO
FEMININO;23;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 10 A 19;Serviços;44;1005,67;NAO
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 50 A 99;Serviços;44;1271,77;NAO
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Indústria;44;1259,43;NAO
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 100 A 249;Serviços;44;1036,43;NAO
MASCULINO;26;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1545,17;NAO
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1082,4;NAO
MASCULINO;45;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 100 A 249;Comércio;0;1900;NAO
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;804,39;NAO
MASCULINO;38;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 100 A 249;Agricultura;44;1084,37;NAO
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1852,82;SIM
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Indústria;44;1650,38;SIM
FEMININO;28;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 500 A 999;Serviços;40;2621,86;NAO
MASCULINO;25;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Indústria;44;1687,71;SIM
FEMININO;18;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;ATE 4;Comércio;44;1262,6;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;774,15;NAO
MASCULINO;20;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Construçao civil;44;2004,65;SIM
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1732,84;SIM
FEMININO;29;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1569,2;SIM
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 100 A 249;Serviços;44;3629,82;SIM
MASCULINO;45;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 100 A 249;Construçao civil;44;2055,67;SIM
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1554,78;SIM
MASCULINO;53;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 100 A 249;Agricultura;44;1458,64;NAO
FEMININO;28;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Indústria;44;1138,99;NAO
MASCULINO;20;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;40;985,85;NAO
FEMININO;39;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1023;NAO
MASCULINO;20;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Comércio;44;1043,84;NAO
MASCULINO;36;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Comércio;44;4134,89;SIM
MASCULINO;41;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1429,01;SIM
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1033,65;NAO
MASCULINO;40;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1716,92;NAO
FEMININO;22;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;30;931,1;NAO
MASCULINO;26;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;ATE 4;Indústria;40;974,77;NAO
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Indústria;44;1019,66;NAO
MASCULINO;33;SEM INFO;SUPERIOR_COMPLETO;MA;NAO;DE 5 A 9;Indústria;40;17181,43;SIM
MASCULINO;49;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 50 A 99;Comércio;44;4458,59;NAO
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Construçao civil;44;2814,01;SIM
FEMININO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 50 A 99;Indústria;44;7607,07;SIM
MASCULINO;19;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1070,49;NAO
FEMININO;22;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1775,51;SIM
MASCULINO;41;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;ATE 4;Comércio;44;998;NAO
MASCULINO;43;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;2290,14;NAO
MASCULINO;24;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 20 A 49;Construçao civil;44;880,02;NAO
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;768,62;NAO
FEMININO;22;PRETA-PARDA;SUPERIOR_INCOMPLETO;MA;NAO;DE 5 A 9;Serviços;30;2266,51;NAO
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1254,33;NAO
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Comércio;44;2232,48;SIM
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Comércio;44;1859,07;SIM
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;1000 OU MAIS;Serviços;36;1660,85;SIM
MASCULINO;30;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 20 A 49;Agricultura;44;720,35;NAO
MASCULINO;20;PRETA-PARDA;SUPERIOR_INCOMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;1371,58;SIM
FEMININO;59;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Comércio;44;1014,17;NAO
FEMININO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;2153,33;NAO
FEMININO;48;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Serviços;21;1634,5;SIM
FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;DE 20 A 49;Serviços;12;1211,49;NAO
MASCULINO;36;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;1000 OU MAIS;Indústria;44;1057,01;NAO
MASCULINO;50;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;1000 OU MAIS;Indústria;44;1392,79;NAO
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Comércio;44;1462,38;NAO
MASCULINO;61;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;DE 10 A 19;Serviços;44;10148,64;SIM
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1366,85;NAO
MASCULINO;29;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;2404,17;SIM
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Construçao civil;44;1894,36;SIM
FEMININO;50;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;2301,55;SIM
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1129,29;NAO
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;937,11;NAO
FEMININO;39;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Serviços;30;2407,24;SIM
MASCULINO;32;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Comércio;44;1883,47;NAO
MASCULINO;57;SEM INFO;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Serviços;44;2181,3;NAO
FEMININO;32;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1584,26;SIM
FEMININO;62;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PB;NAO;DE 250 A 499;Serviços;44;1503,71;SIM
MASCULINO;32;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;ATE 4;Construçao civil;44;1761,14;SIM
MASCULINO;38;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Serviços;44;2478,75;NAO
MASCULINO;39;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;DE 20 A 49;Serviços;15;1064,43;NAO
FEMININO;28;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;998,05;NAO
FEMININO;40;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;1306,09;NAO
MASCULINO;26;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Indústria;44;1072;NAO
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1979,72;NAO
MASCULINO;45;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PI;NAO;ATE 4;Serviços;44;1568,67;SIM
MASCULINO;23;SEM INFO;MEDIO COMPLETO;PB;NAO;ATE 4;Indústria;44;892,14;NAO
MASCULINO;41;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;1009,52;NAO
MASCULINO;38;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;3502,88;SIM
FEMININO;51;AMARELA-BRANCA;SUPERIOR_COMPLETO;AL;NAO;DE 100 A 249;Construçao civil;15;6216,6;NAO
MASCULINO;28;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 100 A 249;Serviços;44;1035,58;NAO
FEMININO;32;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1281,92;NAO
FEMININO;32;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1107,6;NAO
FEMININO;29;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Serviços;9;26751,14;NAO
FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1932,13;NAO
FEMININO;30;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;1000 OU MAIS;Serviços;40;4101,45;SIM
FEMININO;67;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1498,37;SIM
FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;7298,06;SIM
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Indústria;44;1144,61;NAO
FEMININO;48;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 10 A 19;Serviços;44;1596,65;SIM
FEMININO;23;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;40;1585,29;NAO
FEMININO;32;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;4416,95;SIM
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;1872,01;SIM
MASCULINO;24;AMARELA-BRANCA;SUPERIOR_COMPLETO;PB;NAO;ATE 4;Serviços;44;951,08;NAO
MASCULINO;30;AMARELA-BRANCA;SUPERIOR_COMPLETO;PI;NAO;DE 10 A 19;Indústria;30;2216,95;NAO
MASCULINO;23;AMARELA-BRANCA;MEDIO COMPLETO;PE;SIM;DE 250 A 499;Serviços;42;1332,81;NAO
FEMININO;21;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Comércio;44;1200,26;NAO
MASCULINO;35;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;AL;NAO;DE 20 A 49;Serviços;44;2332,13;SIM
MASCULINO;59;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Indústria;44;1620,82;SIM
FEMININO;48;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1097,79;NAO
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;998;NAO
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;1000 OU MAIS;Serviços;36;1635,76;SIM
MASCULINO;36;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 5 A 9;Agricultura;40;1431,57;SIM
MASCULINO;26;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;2088,14;SIM
FEMININO;31;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;1350,58;NAO
FEMININO;19;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Comércio;44;1266,77;NAO
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 100 A 249;Serviços;1;1390,15;NAO
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1772,4;SIM
MASCULINO;22;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;SE;NAO;DE 500 A 999;Serviços;44;1715,32;SIM
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1002,58;NAO
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Comércio;44;2042,57;SIM
MASCULINO;30;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;ATE 4;Serviços;44;1489,15;SIM
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Construçao civil;44;1493,34;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;998;NAO
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Agricultura;44;1671,76;SIM
MASCULINO;39;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 100 A 249;Construçao civil;44;1244,3;NAO
FEMININO;28;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1350,15;SIM
MASCULINO;29;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;3800;NAO
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;1136,18;NAO
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Construçao civil;44;1119,05;NAO
MASCULINO;32;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Agricultura;44;4657,73;SIM
FEMININO;40;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1568,63;NAO
FEMININO;40;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 50 A 99;Comércio;44;1865,24;SIM
FEMININO;39;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1491,61;SIM
MASCULINO;29;PRETA-PARDA;SUPERIOR_COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;914,92;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1993,49;SIM
MASCULINO;23;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Comércio;44;1107;NAO
FEMININO;20;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 5 A 9;Comércio;44;997,99;NAO
